symbol,famtyp,ipoage,firmage,assets,famstyle,ceoname,ceo_fam,beceo,tenure,ceopattern,duality,ceo_own,ins_own,secfifshare,firstshare,control_own,power_dev
300494,1,4,10,1539487157,1,èµ__ä¸,family,2014,5,1,1,33.400002,12.1007,18.620001,33.400002,33.400002,1
300495,3,4,18,9730067428,1,____,family,2014,5,1,1,34.150002,14.6318,14.94,34.150002,37.299999,1
300496,1,4,11,2829599500,1,èµµé¸¿é£,family,2018,1,1,1,33.66,28.034401,15.07,33.66,33.66,1
300497,3,4,17,2595799617,1,ä¹___,nofamily,2019,0,0,0,0,18.809601,13.92,26.26,27.856701,0.95990002
300498,3,4,26,65578924454,1,ä¸¥å__,nofamily,2014,5,1,0,2.8,10.6618,11.6,4.0799999,16.309999,1
300501,3,3,14,1234861457,1,__è¾,family,2013,6,1,1,37.07,6.6072001,29.93,37.07,59.1632,0.9598
300502,3,3,11,1665182568,1,é»___,family,2014,5,1,0,7.79,13.6978,27.530001,11.11,32.990002,1
300503,3,3,13,1805109450,1,æ±¤çæ¸,family,2014,5,1,0,32.52,20.033199,26.51,32.52,38.5107,0.96280003
300504,3,1,18,2507679075,1,_½ä_æ³,nofamily,2016,3,0,0,0.30000001,41.756901,34.700001,31.33,60.59,1
300505,1,3,14,1446755091,1,é­_è´,nofamily,2014,5,1,0,3.27,8.0719004,12.37,39.130001,39.130001,1
300506,1,3,18,4073628639,1,å¾_»ºå¹,nofamily,2018,1,0,0,1.6799999,20.979,21.67,34.150002,34.150002,1
300507,1,3,26,1273162015,1,æ»_,nofamily,2013,6,1,0,4.9899998,0.0049,23.309999,44.150002,44.150002,1
300508,3,3,12,606433956,1,___å¼,family,2015,4,1,0,30.389999,1.2319,36.560001,34.380001,68.936798,0.98640001
300509,3,3,16,1451031001,1,ä½_»º_,nofamily,2015,4,1,0,0,7.29,34.389999,32.529999,61.997002,0.95380002
300511,1,3,22,3841850151,1,ä½___,nofamily,2018,1,0,0,8.9300003,11.4545,23.940001,31,31,1
300512,3,3,20,1916715189,1,_²æ,family,2015,4,1,0,3.6900001,44.8503,28.700001,38.529999,63.8269,0.93150002
300513,3,3,19,3720385521,1,_±è__,family,2015,4,1,1,17.200001,8.5425997,18.129999,17.200001,24.450001,1
300514,3,2,17,1146781636,1,å´__,family,2014,5,1,1,24.190001,17.4174,30.530001,24.190001,50.519901,0.93400002
300515,3,3,15,651384507.8,1,_¡é_é£,nofamily,2015,4,1,0,0.050000001,39.0811,22.99,34.189999,30.771,0.89999998
300517,3,3,25,1405323023,1,__¹¾ä¿,nofamily,2018,1,1,0,0.41999999,0.34830001,5.1500001,53,57.07,1
300518,3,3,13,1339643647,1,äº___,nofamily,2017,2,1,0,0,5.4000001,19.48,44.759998,44.759998,1
300519,1,3,21,861130616.4,1,__²³_,family,2015,4,1,1,38.25,29.5599,30.690001,38.25,38.25,1
300520,2,3,19,2709285653,1,_£æ°¸ä¸,family,2019,0,1,1,16.040001,43.404099,21.129999,27.49,25.395,0.73540002
300521,2,3,13,589221375.9,1,_±å_,family,2015,4,1,0,10.24,51.720001,18.940001,34.119999,34.119999,1
300522,3,3,18,709618237.7,1,___,nofamily,2018,1,1,0,0.97000003,13.4943,18.459999,40.220001,51.380001,1
300525,1,3,18,1809451674,1,____,nofamily,2016,3,0,0,0.49000001,17.7831,21.030001,18.040001,18.040001,1
300526,3,3,16,1060742788,1,ä»°æ__,nofamily,2019,0,0,0,0,62.698399,38.450001,31.809999,31.809999,1
300529,3,3,30,2494662122,1,_£å_,family,2013,6,1,1,47.369999,18.8248,9.25,47.369999,47.369999,1
300530,1,3,17,578770972.6,2,_¡å__,nofamily,2014,5,1,0,45.040001,25.553101,28.9,45.040001,10.8974,0.65329999
300531,3,3,13,1900723123,1,_,family,2015,4,1,1,0,58.140099,15.36,44.790001,43.666801,0.96799999
300532,3,3,19,1724903570,1,å¼__éº,nofamily,2013,6,1,0,0.12,5.1002998,12.04,46.790001,55.458302,0.98799998
300533,1,3,11,1929492358,1,____,family,2018,1,1,1,41.540001,2.0057001,17.01,41.540001,41.540001,1
300535,3,3,16,883213787.6,1,ä¸¥å»º_,family,2014,5,1,1,22.17,8.8169003,28.18,22.17,44.959999,1
300536,3,3,19,1404934265,1,_½å_,nofamily,2015,4,1,0,0.52999997,1.5368,30.83,32.220001,61.669998,1
300537,3,3,13,1936575318,1,____,family,2017,2,1,1,44.330002,5.1507001,6.1399999,44.330002,44.330002,1
300538,3,3,17,913936629.2,1,___ç¿,family,2019,0,1,0,25.700001,0.1675,36.419998,25.700001,49.790001,1
300539,3,3,18,1003458466,1,_¡å__,family,2015,4,1,1,32.27,0.2543,35.380001,32.27,65.589996,1
300540,1,3,11,942327774,1,è°___,family,2015,4,1,1,12.89,23.6297,26.4,12.89,12.89,1
300542,2,3,21,1063640052,1,å¼___,family,2014,5,1,0,11.33,1.6955,47.34,14.47,38.84,1
300543,3,3,18,1223297578,1,___,family,2018,1,1,1,22.309999,9.9039001,17.959999,22.309999,33.830002,1
300545,3,3,17,1457124843,1,___,family,2015,4,1,1,0,1.0855,3.1900001,64.07,64.220001,1
300546,3,3,24,1112740970,1,__µ©,family,2018,1,1,0,5.71,7.8154998,15.89,38.830002,44.540001,1
300547,3,3,17,973726031.4,1,____,nofamily,2017,2,1,0,0.28,8.9038,22.27,16.59,24.41,1
300548,3,3,16,766469739.7,1,_±ä_,family,2015,4,1,1,20.15,31.7341,34.82,20.15,22.309999,1
300549,3,3,21,747710956.1,1,___ä¼,nofamily,2017,2,1,0,0.33000001,40.067001,37.220001,33.77,35.400002,1
300550,3,3,9,953077638.8,1,_´æ³½å®,nofamily,2019,0,0,0,0,68.603104,13.73,53.740002,52.700298,0.87050003
300551,3,3,23,898026171.2,1,____,family,2013,6,1,1,36.290001,3.4635999,5.0500002,36.290001,36.290001,1
300552,1,3,25,3018222855,1,ç¿__,family,2014,5,1,1,50.110001,9.0579004,10.55,50.110001,50.110001,1
300553,2,3,15,371890919.7,1,æ¥¼è_ä¼,family,2015,4,1,1,12.43,12.825,37.419998,12.43,39.100498,0.96069998
300554,3,2,20,922417241.1,1,_¹ä__,family,2014,5,1,1,39.75,7.0053,20.52,39.75,39.75,1
300555,3,3,12,792915217.7,1,è´¾æ_,family,2015,4,1,1,8.3699999,17.5616,28.17,10.46,14.123,0.75
300556,1,3,19,1026206589,1,___è¿,family,2017,2,1,1,28.02,5.4361,11.3,28.02,28.02,1
300558,2,3,16,4133333822,1,ä¸___,family,2016,3,1,1,0.27000001,65.055397,35.110001,19.969999,16.724501,0.51590002
300559,3,3,17,1256195506,1,å¯__,family,2015,4,1,0,0,22.670601,34.080002,33.16,33.16,1
300560,1,3,18,1197574132,1,_±å_æ¢,nofamily,2016,3,1,0,24.52,14.7897,11.65,53.509998,53.791302,0.95679998
300561,1,3,14,783491877.5,1,__,family,2015,4,1,1,38,3.6403,27.98,38,40.247002,0.97100002
300562,1,3,17,981633598,1,éº¦ç_ç«,nofamily,2019,0,1,0,6.75,10.7712,17.370001,45.259998,45.259998,1
300563,3,3,16,707177166.1,1,æ±¤æ_æ¥,family,2016,3,1,0,19.68,10.531,37.130001,23.940001,51.0056,0.94370002
300564,3,0,23,1685015381,1,å¾___,family,2018,1,1,1,21.08,30.882299,35.5,21.08,40.671398,0.76099998
300566,1,3,12,1991483276,1,å¼_½¦,family,2016,3,1,1,20.110001,28.4186,33.200001,20.110001,23.466999,0.88959998
300567,1,3,13,4249163188,1,___,nofamily,2016,3,1,0,11.29,16.1119,21.290001,29.219999,29.768299,0.88069999
300568,3,3,16,5329224410,1,___,family,2014,5,1,0,4.3699999,33.8568,15.09,22.120001,26.49,1
300569,1,3,13,5817128952,1,___,family,2014,5,1,1,29.65,10.1312,22.969999,29.65,29.65,1
300570,3,3,19,1485991254,1,å¼___,family,2014,5,1,0,0,33.0093,27.610001,14.17,29.809999,1
300571,3,3,17,2219074003,1,__,family,2015,4,1,1,25.530001,35.2132,26.450001,25.530001,36.187401,0.88309997
300572,1,3,13,1503409727,1,è´ºåå®,family,2015,4,1,1,27.879999,40.552601,25.959999,27.879999,32.372898,0.77410001
300573,1,3,19,852368054,1,__»§ä¸,family,2015,4,1,1,30.92,32.359501,22.280001,30.92,30.92,1
300575,3,3,16,2240386397,1,_´è_,family,2012,7,1,1,0,10.6876,23.059999,30.1,36.099998,1
300576,2,3,23,709049096.5,1,é»__,family,2014,5,1,0,12.92,2.0488,49.490002,13.6,63.09,1
300577,3,3,10,1969747603,1,____,family,2014,5,1,1,61.459999,15.1537,10.23,61.459999,61.459999,1
300578,3,2,13,1390846118,1,è··¯,nofamily,2017,2,1,0,0.11,20.195299,31.639999,22.1,40.07,1
300580,3,2,22,1853775725,1,___,nofamily,2018,1,1,0,0,60.514702,13.34,56.369999,62.995899,0.96990001
300581,3,3,19,809188763.3,1,_´æ_å®,family,2017,2,1,0,0,65.6502,23.98,45.689999,48.6586,0.74550003
300582,1,3,12,1735308901,1,F Marshall Miles,nofamily,2017,2,1,0,0.07,22.541,18.33,38.84,38.84,1
300583,3,2,9,2987259062,1,ç±³å,family,2019,0,0,1,0,37.382198,29.370001,36.93,53.331902,0.89469999
300584,3,2,16,869176296.7,1,_¹ä_å¹,family,2016,3,1,1,42.080002,4.6554999,22.18,42.080002,52.060001,1
300585,3,3,18,788453691.1,1,____,nofamily,2019,0,0,0,0,8.3599997,18.379999,36.349998,36.349998,1
300586,3,2,19,1811872032,1,å¼___,family,2015,4,1,0,9.1700001,0.3204,32.400002,39.040001,39.040001,1
300587,3,2,16,2346178839,1,è®¸å__,family,2014,5,1,0,7.4000001,3.4739001,30.209999,19.73,51.360001,1
300588,3,2,20,935239401.1,1,å²³ä_æ¢,family,2014,5,1,0,12.86,7.3562999,20.110001,33,47.370998,0.9314
300589,3,2,16,812866657.1,1,___æ¸,family,2014,5,1,1,16.969999,4.3002,38.200001,28.99,46.871601,0.93260002
300590,1,2,10,1186240715,1,å»___,family,2014,5,1,1,37.900002,34.6208,29.41,37.900002,37.900002,1
300591,3,2,17,1270991770,1,__¤§_,family,2014,5,1,0,28.99,,35.5,28.99,63.330002,1
300592,1,2,10,1123399801,1,_¨æ__,family,2014,5,1,1,13.01,24.35,26.209999,13.07,21.178801,0.81209999
300593,1,2,22,1417630164,1,__½¬,family,2014,5,1,1,21.77,18.7285,17.32,21.77,21.77,1
300594,3,0,19,1125691785,1,ä¸___,nofamily,2014,5,1,0,0,61.500801,27.66,23.32,23.645599,0.84810001
300595,1,2,19,1606021278,1,_¶æ_ç¾,family,2013,6,1,1,37.150002,38.262299,25.559999,37.150002,37.150002,1
300596,3,2,16,3150143864,1,å­___,nofamily,2016,3,1,0,3.8900001,63.821499,31.860001,15.83,28.049999,1
300598,3,2,13,850079682,1,____,family,2016,3,1,0,0,60.028099,22.549999,32.98,32.98,1
300599,3,2,16,1986741395,1,å½_ä¼,nofamily,2018,1,1,0,0.54000002,2.9128001,39.139999,29.82,68.419998,1
300600,3,2,26,2041150265,1,é¾___,family,2015,4,1,1,52.419998,23.8979,22.040001,38.689999,50.946201,0.99760002
300601,1,2,27,3952407609,1,___æ°,family,2015,4,1,1,53.43,18.723499,6.5599999,53.43,53.43,1
300602,3,2,26,3644130292,1,____,nofamily,2018,1,0,0,0.07,4.7974,18.85,50.689999,65.719002,0.97170001
300603,3,2,23,3704376631,1,_¨è·¯,nofamily,2019,0,1,0,0.75999999,10.2695,24.860001,23.370001,25.1383,0.97589999
300604,3,2,11,1321218369,1,èµµè½¶,family,2015,4,1,1,25.33,33.692501,27.459999,25.33,29.8204,0.89850003
300605,3,2,24,884589682.7,1,æ¬§é__,family,2014,5,1,0,12.38,9.3100004,25.24,32.990002,50.869999,1
300606,3,2,15,790541381.8,1,_¨ç_,family,2015,4,1,1,10.94,,21.26,30.75,48.450001,1
300607,1,2,12,2667901506,1,_´ä¸°ç¤,family,2014,5,1,1,36.209999,14.3383,19.67,36.209999,36.209999,1
300608,1,2,24,1610537831,1,_´é_,family,2016,3,1,1,30.41,16.7061,21.870001,30.41,30.41,1
300609,1,2,15,738165954.7,1,å¼__ä¿,family,2013,6,1,1,39.09,35.3689,26.129999,39.080002,39.080002,1
300610,1,2,24,1025548439,1,äº__æ´,family,2016,3,1,1,25.440001,5.7909002,15.72,25.440001,25.440001,1
300611,3,2,17,1092933870,1,___æ´,nofamily,2019,0,0,0,0,16.271299,21.200001,42.599998,47.509998,1
300612,3,2,12,610335399.9,1,___,nofamily,2019,0,0,0,0,73.496597,35.59,37.5,38.52,1
300613,2,2,15,1280431801,1,_¨å_å¥,family,2016,3,1,1,7.6500001,46.4963,43.43,22.42,23.639999,1
300615,2,2,14,543586957.2,1,___ä¼,nofamily,2018,1,0,0,0,0.3423,38.119999,32.869999,54.849998,1
300616,3,2,15,6117659385,1,_¨æ_æ¯,family,2015,4,1,0,8.8100004,38.573299,39.549999,23.49,32.299999,1
300617,3,2,15,1050566795,1,____,family,2014,5,1,0,27.299999,1.8200001,38.549999,28.5,61.049999,1
300618,3,2,22,3502160943,1,æ¢__,family,2018,1,1,0,21.940001,35.251499,35.27,21.940001,41.7463,0.99089998
300619,3,2,17,1109379319,1,å¼___,family,2016,3,1,1,18.4,14.8747,36.360001,18.4,35.77,1
300620,1,2,19,860618143,1,Wang Xinglong,nofamily,2015,4,1,1,8.3299999,73.355698,35.82,30,30.3323,0.87089998
300622,3,2,22,668003716.1,1,LOUISA FAN,family,2014,5,1,0,22.48,9.1939001,30.24,26.99,49.470001,1
300623,3,2,24,2455151024,1,é»___,family,2014,5,1,1,10.15,43.300301,25.639999,31.719999,44.41,1
300624,1,1,16,902960094.4,1,_´å¤ª_,family,2015,4,1,1,19.209999,37.321499,32.82,19.209999,28.8978,0.76899999
300625,2,2,9,3066678016,1,å¼__æ¶,family,2016,3,1,1,22.24,3.2653,47.959999,22.24,67.419998,1
300626,3,2,23,998284928.2,1,å­___,family,2015,4,1,1,40.959999,14.923,17.540001,40.959999,40.959999,1
300627,3,2,16,1593854642,1,_´ä__,nofamily,2015,4,1,0,2.26,42.299999,39.84,24,45.1115,0.85360003
300628,3,2,18,4827274422,1,å¼___,nofamily,2019,0,1,0,4.6700001,22.686501,44.049999,21.35,68.3871,0.97600001
300629,3,2,21,1099377514,1,___,family,2015,4,1,1,0,4.0194001,19.049999,29.719999,38.470001,1
300630,3,2,27,1720306871,1,____,family,2015,4,1,1,35.16,36.2038,23.379999,35.16,43.4818,0.96600002
300631,1,2,22,1290421023,1,____,nofamily,2016,3,1,0,0.47,42.137299,15.8,30.32,19.295601,0.63639998
300632,3,2,25,1284064897,1,____,family,2012,7,1,0,32.75,7.1164999,37.810001,29.34,62.0821,0.97079998
300633,2,2,17,2414378208,1,_´å_ç¥,family,2014,5,1,0,25.07,18.695299,41.009998,25.07,50.139999,1
300634,2,1,15,1716278369,1,_½ç_,nofamily,2016,3,1,0,0,70.774101,43.259998,22.27,45.935699,0.79720002
300635,2,2,21,1247784512,1,___,nofamily,2017,2,1,0,5.6500001,5.6157999,35.41,19,36.130001,1
300636,2,2,15,1015711377,1,åº_ä¼,family,2015,4,1,1,19.610001,48.6703,39.32,19.610001,41.015999,0.96600002
300637,3,2,17,1098866195,1,___,nofamily,2017,2,1,0,0.34999999,60.001499,26.040001,29.299999,43.308701,0.9594
300638,1,2,20,2054163643,1,åº__é¹,nofamily,2014,5,1,0,4.77,23.0212,20.65,44.759998,46.5751,0.86720002
300639,3,2,16,1296968177,1,ç®¡ä_ä¸,family,2016,3,1,0,0,68.360497,21.83,32.48,16.901199,0.51800001
300640,3,2,24,407573142.8,1,_´ä__,family,2014,5,1,1,46.990002,1.5295,18.219999,46.990002,50.66,1
300641,3,2,12,1690114040,1,_¹æ_,family,2015,4,1,1,0,71.026604,42.869999,28.129999,36.565102,0.67250001
300642,2,2,16,1246493201,1,å§__,family,2015,4,1,1,20.040001,42.716,33.84,20.040001,24.9802,0.93769997
300643,3,2,26,907077960,1,å¼___,family,2015,4,1,1,0,56.604801,12.62,50.25,41.471802,0.76800001
300644,3,1,20,1032252837,1,___è¶,nofamily,2019,0,0,0,0,29.760099,32.84,14.45,29.1287,0.83630002
300645,3,2,19,1279463890,1,___,family,2015,4,1,1,0,49.673698,18.030001,28.959999,28.25,0.88639998
300647,3,2,14,1295886638,1,__»º_,family,2014,5,1,1,0,14.4731,33.380001,22.809999,43.580002,1
300648,2,2,14,921104951.5,1,___è´,family,2014,5,1,1,16.34,1.098,41.82,16.34,55.650002,1
300649,3,2,18,976378912.2,1,____,family,2017,2,1,1,6.5,13.755,27.25,9,33.5,1
300650,1,2,12,834275016.8,1,åº__é¾,family,2015,4,1,1,30.780001,6.4467001,34.700001,30.780001,30.780001,1
300651,3,2,15,893171615.7,1,____,family,2016,3,1,0,20.49,2.7402,44.900002,21.709999,64.760002,1
300652,3,2,17,1466756129,1,æ²___,family,2014,5,1,1,7.5,49.1856,28.5,33.75,53.3652,0.85729998
300653,1,2,16,720448486.5,1,æ²__å£,nofamily,2018,1,1,0,0,22.804399,17.879999,42.529999,42.529999,1
300654,3,2,15,719225113.8,1,ä»»å_é¸,family,2015,4,1,1,0,51.430099,12.66,46.709999,30.7866,0.6591
300655,3,2,18,1301172770,1,____,nofamily,2019,0,0,0,0.54000002,33.6945,24.24,23.209999,23.209999,1
300656,3,2,15,649805730.8,1,è®¸æ__,family,2015,4,1,1,13.54,7.4299998,42.630001,14.39,27.93,1
300657,3,2,16,3505874450,1,__,nofamily,2018,1,0,0,2.1300001,55.780499,14.16,27.67,13.7461,0.4788
300658,3,2,19,1529356990,1,è°¢ç»§_,family,2015,4,1,1,27.49,4.3961,33.75,27,67.5,1
300659,1,2,17,745271093.7,1,é­___,family,2016,3,1,1,29.6,26.062799,30.52,29.6,29.6,1
300660,3,2,13,3230936969,1,___ä¼,family,2015,4,1,0,25.58,74.865898,37.02,37.279999,65.338799,0.94760001
300661,3,2,12,1393471332,1,å¼__é¾,family,2015,4,1,1,0,75.884697,28.58,20.889999,45.369999,1
300662,2,2,14,1684351853,1,é«__,family,2019,0,1,1,11.47,80.325699,23.540001,35.849998,21.1889,0.59100002
300663,1,2,20,1483845481,1,___äº,family,2016,3,1,1,29.99,21.006599,15.46,29.99,36.412701,0.99790001
300664,3,1,22,6243501463,1,___é¹,nofamily,2019,0,1,0,0,38.949699,17.24,30.1,30.1,1
300665,3,2,21,1012349829,1,ç«___,family,2015,4,1,1,0,5.5063,11.16,25.360001,25.360001,1
300666,1,2,14,1465642899,1,Jie Pan,nofamily,2018,1,1,0,0,27.7313,21.469999,28.27,28.317699,0.95380002
300667,3,2,14,1428052779,1,ä»£å_å®,family,2014,5,1,1,24.790001,6.4438,28.299999,24.790001,27.42,1
300668,1,2,15,578875832.7,1,å§_³°,family,2015,4,1,1,44.529999,7.2733998,20.26,44.529999,45.345001,0.90689999
300669,3,2,15,572764899.6,1,_¹å_,family,2015,4,1,1,10.48,58.0532,27.41,42.900002,59.8083,0.9357
300670,1,2,8,1260008428,1,_¾æ²»,nofamily,2014,5,1,0,0.43000001,26.108,32.529999,36.509998,43.7509,0.91399997
300671,1,2,18,1033812919,1,___è£,family,2014,5,1,1,0,52.059601,10.64,44.59,44.59,1
300672,1,2,11,1880046820,1,__¹³,family,2018,1,1,1,4.4899998,49.6791,38.439999,21.690001,30.8526,0.80980003
300673,3,2,17,1369042468,1,____,family,2014,5,1,1,36.220001,9.0220003,24.51,36.220001,41.4813,0.95850003
300674,1,1,13,3973501368,1,æ´_ä¸,family,2018,1,1,1,0,78.914902,26.49,30.98,30.98,1
300676,1,2,9,5909118303,1,å°¹ç_,nofamily,2015,4,1,0,0.13,67.971497,25.129999,37.18,32.988701,0.85369998
300677,3,2,10,2992000995,1,___,nofamily,2015,4,1,0,0,25.884001,16.299999,41.57,42.6581,0.98540002
300679,3,2,13,4207910757,1,___å®,family,2015,4,1,1,25.41,13.8232,29.4,25.41,37.619999,1
300680,3,2,15,997099270.1,1,__,family,2015,4,1,0,9.3100004,4.1655002,19.799999,27.969999,37.279999,1
300681,2,2,14,944960739.7,1,å§_å®,family,2015,4,1,1,41.669998,9.9089003,24.389999,41.669998,59.52,1
300682,2,2,16,5925670116,1,____,family,2016,3,1,0,0,67.937798,35.018299,14.7137,17.743799,0.84369999
300683,3,2,27,2169508822,1,___,family,2015,4,1,1,9.4799995,45.005798,18.34,38.700001,51.080002,1
300684,3,2,22,1037316194,1,_¶é_,family,2015,4,1,0,24.82,16.457399,39.299999,24.82,55.599998,1
300685,1,2,11,1046774058,1,___è°,nofamily,2015,4,1,1,0,70.2286,25.33,23.07,19.5264,0.84640002
300686,3,2,15,1792784443,1,___,nofamily,2016,3,1,0,0.11,5.3635001,30.08,23.42,43.48,1
300687,2,2,14,1330731195,1,å¼__åº,family,2015,4,1,1,16.41,26.012699,35.09,16.41,44.330002,1
300688,1,2,8,466253892.7,1,____,family,2015,4,1,1,31.4,26.236,27.780001,31.4,40.373798,0.80800003
300689,3,2,13,706207646.4,1,_è£,family,2015,4,1,1,10.26,49.246601,26.74,41.25,38.570599,0.69529998
300690,3,2,19,1289269840,1,å§_»ºç¾,nofamily,2014,5,1,0,1.08,14.1086,12.84,38.09,38.09,1
300691,2,2,14,1638346537,1,____,nofamily,2019,0,1,0,0,36.518299,31.99,10.74,29.450001,0.9774
300692,3,2,8,2670419923,1,å®_°¸_,nofamily,2019,0,1,0,0,39.530899,32.490002,20.959999,36.5397,0.95480001
300693,2,2,12,1076380126,1,_¹å_,family,2015,4,1,1,19.030001,10.7203,28.790001,19.030001,40.459999,1
300694,3,1,25,2016630431,1,__´ª_,family,2017,2,1,1,0,53.484798,15.11,34.75,31.625299,0.83859998
300695,3,2,17,2217548504,1,å­_¾°å¯,family,2019,0,1,0,0,75.202797,39.610001,36.130001,72.981003,0.97320002
300697,3,2,34,1234722914,1,_²³_,family,2015,4,1,0,0,44.6203,39.189999,36.25,69.75,0.93000001
300698,3,2,22,777591259.4,1,_¦ç_,nofamily,2019,0,0,0,0,1.5021,33.279999,30.75,32.058102,0.99400002
300699,3,2,27,4062536348,1,_¢é__,nofamily,2014,5,1,0,1.08,69.751503,19.860001,37.330002,29.778099,0.79769999
300700,2,2,10,1143713602,1,æ®µå__,family,2017,2,1,1,23.34,11.1552,22.049999,23.34,37.400002,1
300701,1,2,14,582451055,1,å¼__,nofamily,2015,4,1,0,0,71.193001,44.450001,28.01,43.834801,0.67339998
300702,3,2,16,2840227798,1,å±___,family,2017,2,1,1,14.22,13.5423,27.17,39.25,60.040001,1
300703,1,2,18,1129107738,1,ä»»å__,family,2018,1,1,1,4.4400001,42.0578,13.44,30.690001,21.362499,0.6081
300705,3,2,18,1072099019,1,___è¾,nofamily,2015,4,1,0,0.99000001,9.7208004,23.200001,37.16,37.16,1
300706,3,2,17,711026126.1,1,___å¿,family,2015,4,1,1,37.880001,7.9980001,21.18,37.880001,51.580898,0.99169999
300707,2,2,11,880904812.2,1,_¹æ_é²,nofamily,2019,0,0,0,0,27.871599,37.619999,22.370001,39.375999,0.77740002
300708,3,2,9,2692690605,1,æ½___,family,2014,5,1,1,28.809999,9.7880001,35.450001,28.809999,28.809999,1
300709,3,2,15,2191997120,1,____,family,2015,4,1,1,21.76,23.917601,16.98,21.76,30.4233,0.93349999
300710,3,2,18,933120475.2,1,è®¸æ_æµ,family,2016,3,1,1,19.41,8.0079002,28.889999,24.68,44.09,1
300712,2,2,25,2359506051,1,____,family,2015,4,1,1,0,67.832397,32.5,29.98,28.9842,0.50940001
300713,1,2,17,986866129.1,1,å°¹ä_,family,2015,4,1,1,45.080002,6.3463998,25.440001,45.080002,45.080002,1
300715,3,2,8,2049757277,1,___äº,nofamily,2014,5,1,0,8.8500004,47.5355,25.16,37.68,40.117802,0.8786
300716,3,2,17,1905270112,1,é»__,nofamily,2015,4,1,0,0,68.971802,22.799999,40.779999,30.927601,0.75840002
300717,3,2,20,656755509.6,1,____,family,2016,3,1,1,1.2,65.780602,14.94,51,30.6984,0.58810002
300718,3,2,24,1335762918,1,____,nofamily,2017,2,1,0,4.5,5.4028001,24.98,40.5,55.5,1
300719,3,2,18,1289147663,1,èµµå_å®,family,2016,3,1,1,35.32,12.6609,26.43,35.32,37.937199,0.83880001
300720,3,2,15,517530870.9,1,___åº,family,2015,4,1,1,43.299999,0.0306,24.809999,43.299999,43.299999,1
300721,3,2,23,1735732885,1,___,family,2012,7,1,1,21.24,4.0300002,22.879999,21.24,44.68,1
300723,3,2,17,1794805675,1,____,family,2015,4,1,1,5.71,59.506302,23.59,42.200001,56.450001,0.92210001
300724,3,1,12,6010556823,1,___ä¿,nofamily,2015,4,1,0,4.27,34.1525,30.15,9.1700001,36.2108,0.9659
300725,1,2,13,1029138127,1,_£æµ·_,nofamily,2015,4,1,0,0,34.1549,22.440001,21.950001,23.195499,0.79299998
300726,3,2,26,1973939288,1,_¾ç_,family,2019,0,1,0,0,8.4505997,40.580002,35.189999,72.273903,0.99220002
300727,3,2,19,717533129.4,1,_¶å_å¹,family,2015,4,1,1,11.49,51.900299,25.690001,41.450001,59.829102,0.89469999
300729,3,2,17,1503124846,1,é¡¹ä_å®,family,2016,3,1,1,0,59.490002,34.119999,28.059999,56.5812,0.93059999
300730,2,2,21,650702629.3,1,___,family,2016,3,1,0,8.6700001,13.8664,31.360001,8.8000002,37.330002,1
300731,1,2,11,706929367.1,1,_¨ä_,family,2015,4,1,1,5.9099998,58.5709,35.860001,20.18,29.593,0.92650002
300732,2,2,12,4134516830,1,æ±¤æ_,family,2019,0,1,0,0,47.7887,16.639999,32.669998,19.5399,0.59810001
300733,3,1,20,1532976841,1,é­___,family,2016,3,1,1,34.169998,2.4147999,29.07,34.169998,57.700001,1
300735,1,2,24,2665830640,1,__»º_,family,2016,3,1,1,0.029999999,65.682899,4.6199999,61.299999,27.511801,0.4928
300736,1,1,12,347043957.4,1,___å³,family,2012,7,1,1,0,35.977901,34.720001,31.200001,34.880001,1
300737,3,1,23,5993281858,1,_¹å_,family,2015,4,1,0,1.42,17.624599,20.52,25.209999,46.689602,1
300738,3,1,15,1629769482,1,é»__é¹,nofamily,2015,4,1,0,0,54.6604,9.29,46.459999,46.459999,1
300739,1,1,18,1803354340,1,å­___,nofamily,2016,3,1,0,2.5599999,72.497101,13.91,59.950001,61.406898,0.9321
300740,3,1,7,1842886948,1,_´è__,family,2016,3,1,1,42.98,58.673401,31.209999,23.33,42.850101,0.98390001
300741,1,1,23,8378706551,1,è¢___,nofamily,2016,3,1,0,0,90.758904,8.8299999,81.099998,59.8946,0.8118
300742,1,1,7,1651172904,1,___æ±,family,2015,4,1,1,28.360001,32.587601,25.26,28.360001,37.937901,0.86299998
300743,2,1,17,520062278.9,1,_©ç_,family,2017,2,1,1,15.29,9.7642002,43.970001,15.29,42.25,1
300745,3,1,14,1534802751,1,_´å£¬_,family,2015,4,1,1,30.790001,15.0974,16.950001,30.790001,39.765499,0.92110002
300746,3,1,21,2424170105,1,_¨å__,nofamily,2016,3,1,0,0.5,60.951401,6.4099998,59.799999,59.799999,0.98909998
300748,3,1,11,2826237122,1,_¡æ_è´,family,2015,4,1,1,0,73.939301,32.110001,36.580002,36.580002,1
300749,3,1,17,1188155159,1,___è¾,family,2015,4,1,1,31.049999,8.4904003,19.5,31.049999,42.3377,0.90640002
300750,2,1,8,1.01E+11,1,_¨ä½³,nofamily,2015,4,1,0,0,58.383202,27.68,25.879999,30.950001,1
300751,2,1,9,4005057289,1,___,family,2016,3,1,0,15.71,38.1898,42.189999,20.309999,39.7108,0.9702
300752,3,1,12,1900698867,1,_´æ__,family,2016,3,1,0,50.470001,22.055201,23.27,48.990002,57.240601,0.90200001
