symbol,famtyp,ipoage,firmage,assets,famstyle,ceoname,ceo_fam,beceo,tenure,ceopattern,duality,ceo_own,ins_own,secfifshare,firstshare,control_own,power_dev
2457,1,9,20,3561087509,1,å¼__æ³,nofamily,2018,1,1,0,0,26.513201,15.02,21.280001,20.920401,0.66369998
2458,3,9,12,4140859202,1,è¿__ä¸,nofamily,2012,7,1,0,3.0899999,6.1492,7.5500002,41.639999,41.639999,1
2459,2,9,11,28527611026,2,_³ä__,family,2019,0,1,1,0,81.162201,20.33,59.709999,59.709999,1
2460,3,9,12,14213031883,1,___å½,family,2010,9,1,1,20.870001,27.414801,25.690001,20.870001,22.5,1
2463,3,9,16,8236218053,1,_´ä_å½,family,2009,10,1,0,0,51.136299,24.33,19.6,20.3885,0.9878
2464,1,9,26,1919259175,2,_±æ_ä¹,nofamily,2019,0,1,0,0,38.3484,19.68,24.040001,1.3289,0.1329
2466,3,9,12,46596854830,1,_´è_,nofamily,2012,7,1,0,0.07,52.843899,11.57,35.860001,40.528,0.9878
2467,1,9,16,2708651589,1,æ¢_º¬,nofamily,2019,0,1,0,0.19,0.94510001,7.9000001,16.92,16.92,1
2468,3,9,18,13855221867,2,____,nofamily,2019,0,0,0,0,68.042999,30.139999,29.9,45.139,0.755
2469,1,9,12,1654501065,1,å­_³¢,nofamily,2014,5,1,0,1.8,25.183399,7.6900001,23.1,14.279,0.54790002
2470,1,9,21,22801048958,1,ä¸__æ­,family,2007,12,1,1,18.040001,41.623299,21.860001,35.200001,28.149401,0.602
2471,3,9,11,6395048864,2,å¼___,nofamily,2011,8,1,0,0.12,37.080502,18.530001,20,15.553,0.91060001
2472,3,9,13,8159668519,1,_´é_é¸,family,2009,10,1,1,8.7299995,9.3125,23.66,8.7299995,30.7721,0.90210003
2473,1,9,15,240567939.9,2,å°__,nofamily,2019,0,0,0,0,56.130001,38,18.129999,18.125,1
2474,3,9,12,2758681945,1,é²_³°,family,2007,12,1,1,20.74,3.9992001,11.11,20.74,20.74,1
2475,3,9,15,49377910671,1,____,family,2009,10,1,1,0,73.284203,8.9799995,44.970001,45.099998,1
2476,1,9,14,965286942.3,2,_´é_,nofamily,2017,2,1,1,0,20.0212,10.7,15.8,13.638,0.63789999
2478,1,9,11,6844041143,1,_©å·§_,nofamily,2016,3,1,0,1.16,30.621,27.85,22.99,30.856001,0.97250003
2479,3,9,11,9103113140,1,____,nofamily,2019,0,0,0,0,49.7402,11.5,34.049999,10.0076,0.29390001
2482,3,9,11,24444193026,2,_¶å__,family,2019,0,1,0,0,60.475101,28.51,39.709999,52.200001,1
2483,1,9,16,5345555404,1,_´å»º,family,2009,10,1,1,0.23999999,56.128899,13.09,43.470001,17.0368,0.4382
2484,3,9,17,4500961413,2,___,nofamily,2008,11,1,0,1.54,39.415298,14.85,31.77,11.1998,0.35249999
2485,1,9,11,3751250256,2,æ®µå_ä¸,nofamily,2018,1,0,1,0,75.090599,8.9399996,63.619999,70.300003,1
2487,3,9,18,3687316764,1,å­__ä¹,nofamily,2017,2,1,0,0.44,49.362301,8.8400002,44.740002,46.139999,1
2488,3,9,12,6706828647,1,å­__å³,family,2010,9,1,1,11.25,14.2248,23.940001,12.51,33.759998,1
2489,3,9,12,6848776715,1,è°¢å»ºå¼,family,2019,0,1,0,5.9400001,41.067001,20.26,37.939999,55.9702,1
2490,3,9,18,5735752345,1,___é¾,nofamily,2018,1,0,1,0,33.090401,38.540001,30.92,29.530001,1
2491,3,9,20,8531955756,1,é¢_°¸åº,nofamily,2018,1,0,1,0,41.592098,8.2200003,37.610001,39.582802,0.94129997
2492,3,9,11,1631164795,1,å¼___,family,2014,5,1,0,2.26,45.969299,6.52,42.599998,42.599998,1
2493,3,9,12,1.83E+11,1,é¡¹ç__,nofamily,2017,2,1,0,0,76.224899,13.63,65.559998,48.050701,0.66390002
2494,3,9,10,2537326536,1,è´ºç__,family,2009,10,1,0,0,2.5090001,4.96,31.309999,31.309999,1
2495,3,9,17,1268569107,1,___æµ,family,2015,4,1,0,8.3599997,0.040100001,26.110001,17.15,43.259998,1
2496,3,9,20,5414840420,1,è£´æ_å¹,nofamily,2018,1,1,0,0,2.03,8.1199999,42.23,47.049999,1
2497,3,9,18,5217992293,1,é«_,nofamily,2013,6,1,0,0.25999999,3.7018001,7.98,14.34,14.34,1
2498,3,9,12,6359097562,1,å¼___,nofamily,2014,5,1,0,0,70.476601,3.9100001,66.559998,19.8929,0.3635
2499,2,9,12,898802638,2,é»__,family,2019,0,1,1,0,19,25.860001,19,17.1,0.89999998
2503,3,9,13,11315619901,1,ä¼__,nofamily,2017,2,1,0,0,30.0527,26.26,29.42,36.389999,1
2504,3,9,21,3934937101,2,ä½__,family,2019,0,1,1,0,59.590099,32.029999,30.299999,55.883202,0.93779999
2505,1,9,22,13174358948,2,æ²__å¹,nofamily,2019,0,0,0,0,64.688599,40.889999,19.559999,56.182499,0.99000001
2506,3,9,16,16042112835,2,ç½__,nofamily,2018,1,0,1,0.039999999,55.179798,29.540001,20.120001,,
2508,3,9,19,10651922573,1,ä»»å_ä½,family,2013,6,1,0,0.30000001,77.812302,17.68,49.68,38.571899,0.75190002
2509,3,9,12,6068631403,1,ä½___,nofamily,2019,0,1,1,0,14.399,27.459999,15.77,16.870001,1
2510,2,9,23,5869872908,1,ä»»ä_,family,2017,2,1,0,1.48,6.9050999,13.24,5.27,18.690001,1
2511,3,9,20,6026271824,1,___å½,family,2015,4,1,0,0.38,69.734596,30.99,28.700001,50.008801,1
2512,3,9,26,5469969061,1,____,nofamily,2014,5,0,1,5.5999999,22.432501,28.02,23.51,31.51,1
2513,1,9,12,2702688081,1,_¿æ_,nofamily,2019,0,0,0,0.01,54.830002,33.619999,20.09,11.2334,0.37639999
2514,3,9,18,1779538506,2,_±æ°¸ç¦,nofamily,2007,12,1,0,12.49,15.7103,29.98,21.540001,23.24,1
2515,3,9,25,1441093910,1,_½å»¶_,family,2018,1,0,0,11.18,37.203098,31.67,20.299999,21.533001,0.68400002
2516,3,9,19,4138434366,1,_´å_,nofamily,2017,2,1,0,0,10.465,8.3599997,46.630001,50.665001,0.97039998
2517,1,9,19,3844882052,2,__°¸_,nofamily,2018,1,1,0,0.01,14.388,25.129999,21.440001,21.6308,0.8089
2518,3,9,26,4057086966,1,___å®,family,2007,12,1,1,0,60.418701,10.06,59.740002,63.349998,1
2520,3,9,20,5823243827,1,____,nofamily,2011,8,1,0,3.02,63.074402,15.18,53.23,34.324699,0.57770002
2521,3,9,18,4341986245,1,___ä¸,family,2007,12,1,0,1.91,8.059,10.63,16.309999,16.309999,1
2522,3,9,18,3299354537,1,___,family,2015,4,1,1,7,1.41,12.54,39.049999,39.049999,1
2524,1,9,18,1776181216,1,_¨æ°¸éº,family,2015,4,1,1,0.050000001,27.379299,8.29,25.049999,13.1837,0.52520001
2526,3,9,20,3399852026,1,_¨æ_ä¸,nofamily,2014,5,1,0,0.75999999,0.52090001,9.5200005,20.790001,20.790001,1
2527,3,9,24,6357451726,1,çº¾·æ³,family,2019,0,1,0,17.879999,0.0612,20.780001,17.879999,29.98,1
2529,3,9,16,1466530592,1,___,nofamily,2019,0,0,0,0,40.242599,28.91,17.639999,24.016899,0.9716
2530,1,9,31,4284536572,1,_±æ__,family,2010,9,1,1,8.46,33.995899,39.630001,19.9,19.8528,0.69999999
2531,1,9,14,13066185957,1,ä¸¥ä__,family,2009,10,1,1,0.75,70.181702,26.08,29.809999,30.559999,1
2532,3,9,22,1989086154,1,è®¸æ__,family,2009,10,1,1,16.030001,19.080601,28.75,19.08,26.0718,0.74260002
2533,3,9,15,4615854916,1,_¨ç_,nofamily,2018,1,1,0,2.3299999,28.440001,13.09,20.379999,26.09,1
2534,3,8,18,9298019715,1,ä½___,nofamily,2015,4,1,0,0.11,77.779099,38.709999,39,61.2001,1
2535,3,8,17,4958920539,1,__,family,2017,2,1,0,0.01,0.60030001,11.86,29.809999,38.610001,1
2536,3,8,17,3907824389,1,å­_å¿,family,2008,11,1,0,5.5599999,39.191101,9.4499998,37.169998,21.9445,0.51359999
2537,3,8,15,6677123726,1,___å¹,family,2009,10,1,1,0,64.175102,37.060001,20.610001,26.5763,0.99870002
2538,1,8,22,5577034612,2,___è¾,nofamily,2013,6,0,0,0.16,40.096901,17.17,25.35,25.258699,0.9964
2539,3,8,24,9717817469,2,å®__,family,2009,10,1,0,32.009998,17.2006,25.389999,32.009998,44.439999,1
2540,3,8,18,5021425757,1,___ä¸,nofamily,2010,9,1,0,0.039999999,9.7910004,17.940001,39.07,49.630001,1
2541,3,8,17,12752502108,1,___æ°,nofamily,2017,2,1,0,0,14.0178,18.290001,37.459999,48.41,1
2543,3,8,16,6963238646,1,_¢å__,family,2015,4,1,0,0,39.596298,39.990002,29.66,32.512501,0.85000002
2545,3,8,23,11808806332,1,_©ç_å¦,family,2010,9,1,0,7.0500002,19.641899,31.85,47.779999,47.779999,1
2546,1,8,16,3442609725,1,___å¨,nofamily,2019,0,1,0,0,44.045799,9.71,40.779999,24.7328,0.53740001
2547,3,8,18,8054208041,1,___,nofamily,2018,1,0,0,0.029999999,0.44260001,4.04,38.549999,41.939999,1
2549,3,8,28,1620878358,1,____,nofamily,2010,9,1,0,0,71.5839,17.719999,54.110001,54.849998,1
2550,3,8,16,2934287067,1,__½²,family,2017,2,1,0,2.99,0.29480001,16.43,19.950001,19.950001,1
2551,3,8,21,4720016329,1,æ¢_ç§,family,2008,11,1,1,39.580002,6.6332998,14.5,39.580002,39.580002,1
2552,3,8,20,727487399.3,1,_±ä¸½_,family,2012,7,1,0,24.120001,31.680201,42.799999,29.9,41.02,1
2553,3,8,21,785915677.8,1,å§___,nofamily,2016,3,0,0,0,1.0448,12.06,39.599998,49.369999,1
2555,1,8,24,10145259856,2,___ä¼,family,2015,4,1,1,19.110001,25.115601,28.950001,19.110001,19.110001,1
2557,3,8,18,5408704520,1,___ä¿,family,2015,4,1,1,0,74.129601,18.25,44.299999,36.6381,0.82700002
2558,1,8,22,9940157487,2,___,nofamily,2016,3,0,0,0,79.910599,33.18,27.870001,35.8279,0.95459998
2560,3,8,17,2979892960,1,_²æ´ª_,nofamily,2010,9,1,0,4.9400001,5.8502998,26.9,24.52,44.189999,1
2562,3,8,18,4309940221,1,_±å_è¾,family,2010,9,1,1,28.540001,0.76859999,25.16,28.540001,52.279999,1
2563,3,8,17,16620692941,1,å¾_³¢,nofamily,2018,1,1,0,0.40000001,19.842899,44.220001,16.610001,67.089996,1
2565,3,8,15,3057130865,1,_¿¥,family,2015,4,1,0,0.54000002,23.9146,19.290001,22.27,38.599998,1
2566,1,8,22,2496513671,1,___æ°,nofamily,2010,9,1,0,0.88999999,0.40439999,7.4000001,39.080002,39.080002,1
2567,3,8,27,7280901133,1,_¶ä_,family,2018,1,1,0,0,47.611801,26.370001,19.959999,13.6267,0.68269998
2568,3,8,22,2561519234,1,___ä¸,family,2012,7,1,1,41.77,19.553101,19.120001,41.77,41.77,1
2569,1,8,14,616300769.6,2,å°__,nofamily,2019,0,1,0,0,36.98,24.92,16,9.6000004,0.60000002
2570,1,8,20,4375965960,1,__é£,nofamily,2018,1,0,0,0,56.339699,26.549999,29.129999,24.274,0.83329999
2571,3,8,17,1934518089,1,_½å_ä¸,family,2009,10,0,1,31.68,18.610701,20.01,31.68,31.68,1
2572,3,8,16,8484011304,1,_»º_,family,2009,10,1,0,19.41,32.472,40.23,20.5,39.91,1
2574,3,8,17,4393034031,1,__±ª_,family,2016,3,0,0,0,52.896099,24.139999,29.959999,52.889999,1
2575,1,8,23,906444339,2,___ä¸,nofamily,2019,0,1,1,0.47999999,35.195599,21.459999,13.71,25.6709,0.90369999
2576,3,8,31,1321592920,2,è¨éª,nofamily,2008,11,1,0,0.55000001,30.419901,11.28,30.27,30.27,1
2577,3,8,17,1106403316,1,_¾æµ©,family,2010,9,1,1,0,61.7201,0.93000001,61.389999,61.389999,1
2578,3,8,17,1617315374,1,é»__è¿,family,2010,9,1,0,5.6100001,6.8853998,23.450001,27.860001,53.860001,1
2579,3,8,19,3345306557,1,__¾·å¨,family,2018,1,1,0,0.25999999,52.073299,27.879999,29.85,35.577499,0.95969999
2580,2,8,21,1911485523,1,å®_ä¼,family,2019,0,1,0,0.38999999,7.3548999,11.47,7.3600001,16.313601,0.99019998
2581,2,8,19,3413954104,2,ä¸__,nofamily,2015,4,0,0,0,34.919399,28.219999,26.73,19.087999,0.64099997
2582,3,8,22,6424519593,1,_³è_å½,family,2018,1,1,1,25.07,24.8412,21.540001,25.07,25.07,1
2583,3,8,26,16482167286,1,___å·,family,2010,9,1,1,51.580002,16.969,9.5299997,51.580002,51.580002,1
2584,3,8,18,4230935378,1,é»__ç¾,family,2013,6,1,0,12.73,6.3506999,31.629999,14.22,43.23,1
2585,3,8,22,8995418091,1,_´å__,family,2010,9,1,1,26.07,17.0569,18.780001,26.07,32.665001,0.89270002
2586,3,8,31,9437880304,1,æ®·è_ä¿,nofamily,2019,0,1,0,0.090000004,55.050999,14.17,43.060001,38.685799,0.78070003
2587,3,8,26,2392661653,1,_´æ¶µæ¸,family,2019,0,1,1,27.6,5.5689998,15.96,27.6,27.6,1
2588,3,8,21,6595764875,1,é«___,family,2010,9,1,0,15.08,1.3509001,28.120001,22.860001,51.5,1
2589,3,8,15,32465273591,1,å°¹ä_å¼,nofamily,2019,0,0,0,0,19.6287,21.860001,19.129999,31.59,1
2590,3,8,20,3583972549,1,___,family,2011,8,1,1,4.9899998,46.956799,11.73,45.860001,44.409302,0.75169998
2591,3,8,25,1530232527,1,_¡æ__,family,2011,8,1,0,14.24,2.3362,26.16,22.02,36.259998,1
2592,3,8,15,2709736578,1,é¡¾ç_,family,2010,9,1,1,8.71,3.0678,28.459999,23.450001,32.27,1
2593,3,8,24,3960482584,1,_´å__,family,2010,9,1,1,41.049999,0.0061,17.5,41.049999,58,1
2594,3,8,17,1.96E+11,1,___ç¦,family,2008,11,1,1,18.83,49.189899,41.810001,25.26,18.83,1
2595,1,8,24,6791766521,1,___å¼,nofamily,2017,2,1,0,0.41,10.7592,28.790001,30.059999,30.059999,1
2596,3,8,17,6160992144,1,å¼_µ·_,family,2017,2,1,1,13.09,9.7699003,28.370001,13.09,39.0158,0.995
2597,3,8,13,6149326401,1,å¤_ä¿,nofamily,2016,3,1,0,0.050000001,62.246799,6.6799998,44.830002,22.059799,0.48379999
2599,3,8,19,2669329669,1,__»¶ç§,family,2012,7,1,0,24.219999,6.5458002,23.57,24.219999,24.219999,1
2600,1,8,44,27317778001,2,_¾è__,family,2018,1,1,1,0,74.0429,11.4,60.630001,62.745098,0.96719998
2601,1,8,21,25942781551,1,____,nofamily,2016,3,0,0,4.3600001,14.7722,35.34,20.5,20.5,1
2602,3,8,11,32359117092,1,____,family,2008,11,1,0,0,45.9734,26.65,11.73,22.025999,0.99980003
2603,3,8,18,9069396869,1,_´ç__,family,2013,6,1,0,20.629999,36.820499,30.1,31.26,54.209999,1
2604,1,8,18,1125287129,1,ç¨___,family,2009,10,1,1,17.41,10.14,15.81,17.41,17.41,1
2605,3,8,23,3020971881,1,å§___,family,2011,8,1,1,17.629999,5.2487001,39.16,17.629999,53.869999,1
2606,1,8,16,1350328031,2,åº__åº,nofamily,2019,0,0,0,0,24.7314,14.54,23.030001,18.774099,0.81519997
2607,3,8,20,9960705428,2,___ä¸,nofamily,2019,0,0,0,15.61,13.7687,41.18,41.360001,60.587502,0.99309999
2609,3,8,12,2755004370,1,èµµå_,nofamily,2015,4,1,0,0.17,23.1096,32.330002,27.959999,41.220001,1
2610,1,8,13,11645285538,1,____,nofamily,2017,2,1,0,0.029999999,21.745199,9.2799997,15.03,17.7866,0.97039998
2611,3,8,23,6273516157,1,_±ä__,nofamily,2010,9,1,0,1.21,35.5257,30.299999,14.72,22.110001,1
2612,3,8,13,5298938738,1,_³ä__,family,2010,9,1,0,6.8699999,10.8188,16.49,48.630001,60.07,1
2613,3,8,19,1979224458,1,é«__,nofamily,2015,4,1,0,0,0.0147,9.7299995,53.34,53.34,1
2614,2,8,23,6204795179,1,_¹å_å¯,family,2010,9,1,1,27.75,7.6401,31.030001,27.75,52.790001,1
2615,3,8,23,2091909123,1,_³»å³,nofamily,2019,0,0,0,0,2.9379001,11.52,51.509998,51.509998,1
2616,3,8,26,6944656559,1,éº¦æè¾,family,2010,9,1,0,23.059999,15.9571,40.130001,25.77,,
2617,3,8,30,8170897046,1,_´å__,nofamily,2018,1,1,0,0,50.0116,30.02,17.32,25.23,0.96890002
2618,3,8,18,2492634263,1,___,family,2010,9,1,1,0,32.0742,11.58,24.950001,24.950001,1
2619,3,8,18,3585263519,1,___ä¹,nofamily,2017,2,1,1,0,50.473701,21.52,12.07,14.9487,1
2620,1,8,27,5864510237,1,_¡æå¯,nofamily,2019,0,0,0,0.34,26.441999,29.43,20.15,38.655998,0.97539997
2621,1,8,16,4265556474,2,____,nofamily,2019,0,0,0,1.24,34.540699,26.639999,30,30,1
2622,1,8,21,1766200609,2,___,nofamily,2019,0,0,0,0,28.849001,7.6500001,23.809999,23.809999,1
2623,3,8,13,3709607667,1,___æ±,family,2017,2,1,0,9,49.4072,11.21,45,51.529999,1
2625,1,8,18,8050930876,2,èµµæ²»äº,nofamily,2017,2,0,0,0,76.755302,24.690001,42.75,13.7268,0.3574
2626,1,8,22,4698547099,1,æ±__,family,2010,9,1,1,0.02,72.7155,35.18,35.34,33.589001,0.94999999
2628,1,8,31,6946844167,2,å­___,nofamily,2018,1,0,0,0.12,30.2617,15.36,23.9,7.1960001,0.30109999
2629,3,8,13,365434954.3,2,___,nofamily,2019,0,0,0,0,19.76,2.8499999,19.76,15.808,0.80000001
2630,1,8,15,12874812963,1,æ¯_»§çº,nofamily,2017,2,1,0,0.33000001,1.9509,2.72,23.049999,23.049999,1
2631,1,8,15,3383999636,1,æ±_»§_,family,2010,9,1,1,0.20999999,53.332802,11.01,53.330002,27.198299,0.53329998
2632,3,8,12,2867327689,1,_¡æ_å½,family,2010,9,1,1,3.79,43.404202,14.52,39.959999,49.43,1
2633,3,8,23,612465439.6,1,ä½_»º_,family,2016,3,0,1,0,17.2917,31.43,28.120001,41.279999,1
2634,3,8,26,957436866.3,1,_¶å»ºä¼,family,2011,8,1,1,21.17,14.2152,33.310001,21.17,41.349998,1
2635,3,8,20,6930388247,1,___,family,2010,9,1,0,29.610001,4.8249002,28.08,29.610001,50.919998,1
2636,3,8,19,4751721009,1,_©æ_,family,2011,8,1,1,0.89999998,69.325203,29.57,39.830002,64.702797,0.93229997
2637,3,8,19,6679238217,2,_¹é__,nofamily,2010,9,1,0,6.8099999,29.863701,24.34,16.559999,24.971901,0.96450001
2639,3,8,19,4014646984,1,____1,family,2009,10,1,1,21.75,6.1201,10.13,21.75,23.459999,1
2641,3,8,26,5723683623,1,__,nofamily,2014,5,1,0,0,43.972198,27.02,41.43,67.449997,1
2642,3,8,18,3904083602,1,___,nofamily,2019,0,0,0,0,9.0150995,21.709999,17.24,27.780001,1
2645,3,8,15,2543598458,1,_¡å_é¾,nofamily,2011,8,1,0,1.6799999,51.054001,17.610001,49.689999,28.361799,0.59630001
2646,1,8,14,2807039883,1,___ä¼,family,2018,1,1,1,0,71.629501,6.3899999,61.41,58.646599,0.95499998
2648,3,8,14,17925816912,1,_¨å_ä¸,family,2016,3,1,1,0,58.612202,22.52,39.880001,35.276001,0.60729998
2650,3,7,23,2725155235,1,_¨æ_ä¸,nofamily,2019,0,0,1,0,19.606701,24.309999,18.790001,42.299999,1
2651,3,7,20,2663609544,1,___,nofamily,2017,2,1,0,0,1.325,43.689999,34.599998,63.080002,1
2653,3,7,14,5035263918,1,___,family,2019,0,1,0,20.610001,4.1156001,46.27,36.849998,83.910004,1
2656,3,7,17,1872109687,1,___è¶,nofamily,2019,0,0,0,0,35.401699,19.85,26.57,41.07,1
2657,3,7,16,3150369309,1,æ²_,family,2015,4,1,0,14.93,7.5672998,9.8500004,14.93,15.9,1
2658,1,7,18,3053074402,1,___å¼,family,2010,9,1,1,62.860001,2.1126001,4.2800002,62.860001,63.591202,1
2660,1,7,13,1633310677,1,___æ°,nofamily,2018,1,1,0,0,5.2656999,9.6000004,30.639999,34.880001,1
2661,3,7,22,4120828212,1,___,family,2016,3,1,0,0.85000002,54.613899,21.01,28,14.9428,0.52270001
2663,1,7,24,7552631756,1,_¾ä__,nofamily,2010,9,1,0,0.46000001,6.0395999,16.200001,22.870001,22.870001,1
2664,3,7,29,4249006675,1,ç§¦ç¥¥ç§,nofamily,2017,2,1,0,0.5,31.100401,28.75,26,31.26,1
2665,3,7,18,8798110573,1,é«_³°,nofamily,2010,9,1,0,0,38.438999,25.24,10.12,17.398701,0.79809999
2666,3,7,27,4045926092,1,å¾___,family,2012,7,1,0,37.540001,2.1025,18.190001,37.540001,53.77,1
2667,3,7,25,924419467.2,1,æ¸©å_,nofamily,2019,0,1,0,0,12.224,28.76,24.860001,39.57,1
2668,1,7,17,8775065377,2,___ä¸,nofamily,2019,0,0,0,0,29.1115,23.48,12.72,19.810801,0.78740001
2670,2,7,24,33730601085,2,å¼__,family,2015,4,0,0,0,81.221703,47.77,17.059999,0.0002,0.041700002
2671,1,7,19,3151302506,2,ä»_³¢,nofamily,2019,0,1,1,0,6.8818998,12.24,20.639999,6.8800001,1
2674,3,7,27,2975434180,1,å­__æ°,family,2018,1,1,0,0,54.569698,38.720001,28.049999,19.5009,0.50690001
2675,3,7,21,7294961182,1,å¿»çº¢æ³,nofamily,2019,0,1,0,0,45.322399,22.25,15.57,10.6468,0.3856
2681,3,7,26,4896046399,1,__,family,2016,3,1,1,36.43,7.7992001,14.16,36.43,36.43,1
2684,3,7,18,7695948174,1,___ä¼,family,2010,9,1,1,7.4499998,47.298901,22.969999,23.92,39.093102,0.99980003
2685,3,7,15,7345792577,1,ç¿__,family,2010,9,1,0,0,30.583,35.91,21.67,37.849998,1
2687,3,7,18,1654276476,1,_½å_å®,nofamily,2019,0,1,0,0,2.0304,26.549999,13.52,23.719999,1
2688,3,7,29,3344278815,1,è°¢æ_è´,nofamily,2010,9,1,0,0.38999999,46.561798,12.45,38.049999,44.130001,1
2689,1,7,18,2119048880,1,___ä¼,nofamily,2018,1,1,0,0.13,61.5704,22.35,41.529999,57.608601,0.99000001
2690,1,7,19,2768971041,1,_°æ_,family,2017,2,1,1,61.450001,15.8811,12.12,61.450001,61.450001,1
2691,3,7,16,1104528070,2,å­_³¢,nofamily,2015,4,1,0,0.079999998,41.380001,42.91,31.469999,31.469999,1
2693,3,7,19,950982609.2,1,__»º_,nofamily,2017,2,1,0,0,50.881802,18.67,34.450001,51,1
2694,1,7,20,2915772272,1,è´¾å¹¿_,nofamily,2016,3,0,0,0,32.372799,12.28,26.02,27.1597,0.98580003
2695,3,7,20,2764886666,1,è¤__,family,2008,11,1,1,3.22,60.893799,25.01,38.560001,63.569901,1
2696,3,7,19,2965191554,1,_¨æ__,nofamily,2019,0,1,0,0.28,4.8971,14.2,38.18,46.734901,1
2697,3,7,19,5107757768,1,_¹ä_å¦,family,2010,9,1,1,24.08,50.5825,39.91,24.08,24.08,1
2698,3,7,22,4041154116,1,____,family,2010,9,1,1,10.1,28.0058,32.990002,22.110001,37.91,1
2699,3,7,17,3732547084,1,è¢_´¤_,nofamily,2019,0,0,0,0,49.449799,30.790001,33.669998,50.985199,0.8585
2700,3,7,13,1332580988,2,_·æ__,nofamily,2017,2,1,0,0,27.4422,33.080002,28.5,53.079498,0.96950001
2701,3,7,22,14733054127,1,æ²__,nofamily,2014,5,1,0,0.23999999,56.7645,9.8900003,40.459999,32.166801,0.78039998
2702,3,7,23,1196050343,1,æ»__ä¸,family,2015,4,1,0,8.8400002,0.039999999,27.959999,18.67,44.91,1
2703,3,7,26,1975196092,1,å¼__ä¹,family,2017,2,1,0,0,70.777702,31.77,43.279999,46.619999,1
2705,3,5,24,8150667169,1,_¾å__,nofamily,2012,7,1,0,0.38,86.082802,31.129999,43.060001,68.489998,1
2706,3,5,20,2329648816,1,__¹³,family,2018,1,1,0,5.6500001,16.929399,21.969999,10.39,33.599998,0.9666
2707,1,5,27,5706147213,1,_¹å»º,nofamily,2016,3,1,0,2.73,10.5834,19.26,30.26,30.26,1
2709,3,5,19,5329642855,1,å¾__å¯,family,2018,1,1,1,39.57,25.508301,15.94,39.57,39.57,1
2713,3,5,23,2894326113,1,_¨å_,family,2013,6,1,0,1.8099999,72.8619,8.8000002,61.66,65.279999,1
2714,3,5,19,52886586120,1,ç§¦è__,family,2012,7,1,1,40.849998,32.4491,24.67,40.849998,58.529999,1
2716,3,5,15,10133354210,1,_¹æ°¸è´,family,2019,0,1,1,32.740002,2.714,4.6399999,32.740002,32.740002,1
2718,3,5,12,1910171994,1,____,nofamily,2013,6,1,0,0.23,7.0061002,39.52,35.830002,65.885002,0.9339
2719,3,5,17,1225542096,1,___,family,2012,7,1,0,0.14,61.354401,12.65,46.970001,54.106998,0.99989998
2722,1,5,15,3062690456,1,___,family,2018,1,1,1,0,44.719002,20.42,31.08,29.4697,0.72070003
2723,1,5,12,1235711329,2,__¾·_,nofamily,2016,3,0,0,0.36000001,32.826801,25.09,29.18,28.940701,0.99180001
2725,3,5,21,1136494250,1,___,family,2016,3,1,0,4.75,3.437,34.099998,12.31,48.360001,1
2726,3,5,16,6318139723,1,èµµæ__,nofamily,2013,6,1,0,0.18000001,69.540001,37.549999,29.92,17.664,0.59039998
2727,3,5,19,7962810917,1,_¸¿_,family,2019,0,1,1,31.870001,24.883499,36.540001,31.870001,31.870001,1
2728,3,5,17,2256808634,1,è®¸ä¸¹_,family,2012,7,1,1,30.91,5.0180001,27.540001,30.91,55.119999,1
2729,3,5,27,491410105.7,1,_¨å_,nofamily,2017,2,1,1,0,71.015999,28.65,42.52,68.43,1
2730,3,5,21,1580302854,1,_³å__,family,2013,6,1,0,5.6199999,51.1404,13.96,51.139999,59.5989,0.89780003
2731,3,5,15,3402079805,1,__,family,2015,4,1,0,2.3900001,31.977699,20.07,30.530001,21.990299,0.59509999
2733,3,5,25,4421283914,1,____,nofamily,2018,1,0,0,0,46.286999,16.879999,35.450001,46.700001,1
2734,3,4,23,4767286265,1,å­___,nofamily,2015,4,1,0,2.1800001,17.011,23.33,19.790001,31.99,1
2735,3,5,22,1202713562,1,____,family,2018,1,1,1,38.349998,8.3204002,24.25,38.349998,38.349998,1
2737,3,5,14,5309290285,1,_³ä_,family,2019,0,1,0,0,59.066601,18.5,45.41,34.4702,0.57880002
2738,3,5,20,4095560486,1,__¹³_,family,2014,5,1,0,2.6800001,33.828098,20.58,21.84,23.819799,0.92860001
2739,3,4,14,26488081328,1,_¾è__,nofamily,2014,5,1,0,0.01,69.958199,12.82,45.459999,47.580002,1
2740,3,4,18,4525654112,1,å¾___,nofamily,2019,0,1,0,0,8.3653002,25.43,14.28,25.379999,1
2741,3,4,39,2593933782,1,__,family,2018,1,1,0,6.6599998,10.7185,24.219999,34.52,47.459999,1
2742,3,4,17,5025238818,1,æ½___,family,2019,0,0,1,6.8800001,0.36520001,15.37,49.369999,63.48,1
2743,3,4,15,7678994231,1,_¹é_,nofamily,2019,0,1,1,0,52.227001,14.45,38.060001,38.060001,1
2745,1,4,22,34799224780,1,å­___,family,2013,6,1,1,56.02,22.595301,19.07,56.02,56.02,1
2746,3,4,18,4317664865,1,___,family,2017,2,1,0,0,6.7059999,29.67,28.92,55.32,1
2747,1,4,17,3786970155,1,_´æ³¢,family,2014,5,1,1,16.17,56.818501,46.799999,23.27,61.573502,0.98229998
2749,3,4,19,1342047803,1,é¢__å¥,family,2012,7,1,0,9.4799995,7.1500001,19.219999,37.360001,37.360001,1
